task_id,mu,sigma
wildchat_2199,1.3676033892574417,0.9680558825001595
wildchat_2229,7.593939673627244,0.7880367484942042
wildchat_2323,6.4314107653893755,0.9328198444092084
wildchat_2337,4.931929887694338,0.6864860830249411
wildchat_2352,1.5969565737668299,0.555636205582777
wildchat_2391,-10.0,0.9999765243638766
wildchat_2404,3.035988426011416,0.9072765153070975
wildchat_2410,7.209279376815634,0.6931994056105641
wildchat_2456,6.38707387531874,0.8764387821908635
wildchat_2490,-2.6985074466249572,0.9093730218936975
wildchat_2499,7.076438851715826,0.5934532683244379
wildchat_2614,-5.837311027976238,0.9668431398777506
wildchat_2649,5.864458000953991,0.7378771384240318
wildchat_2662,-1.1847492440094596,0.6210700992640391
wildchat_2671,-6.50847126970542,0.9056603862715285
wildchat_2676,-10.0,0.6703127544586267
wildchat_2684,7.7240987262899115,0.5030714743665775
wildchat_3005,-7.365625198851573,0.7485086108392337
wildchat_3009,-8.104426014986098,0.6159779385540314
wildchat_3016,10.0,0.6544422954980007
wildchat_3025,1.597680467445452,0.4809012850448208
wildchat_3047,4.0278151454593125,0.8601579934421232
wildchat_3048,10.0,0.993091641687731
wildchat_3060,4.905440026520665,0.6765718883871245
wildchat_3062,3.5209310265792815,0.6210093405671084
wildchat_3223,2.114623002747197,0.6069870086273224
wildchat_3312,10.0,0.9925115642987745
wildchat_3349,3.1336064544739988,0.8784141703552062
wildchat_3354,1.0146789831093077,0.7577707245202577
wildchat_3355,1.6319127635042303,0.7238363611568801
wildchat_3384,10.0,0.8970633686391999
wildchat_3401,2.7691676652265076,0.6057354603094347
wildchat_3407,10.0,0.9725829251112085
wildchat_3452,-1.8142569337265078,0.6752400502248259
wildchat_3548,3.865560440657382,0.885195322063549
wildchat_3561,4.7940543283705965,0.8342544462603991
wildchat_3563,10.0,0.9909036857079607
wildchat_3587,-0.20211599925983684,0.7240050076327693
wildchat_3588,5.2693196149836705,0.5596662550371467
wildchat_3598,-0.6588033915820881,0.7947975198406175
wildchat_3604,7.766230070721921,0.5333341655969871
wildchat_3638,5.747233548329925,0.9927424113104145
wildchat_3643,-4.050428430936985,0.9714067959365639
wildchat_3650,2.171782637051872,3.0635838935719617
wildchat_3685,10.0,0.6483091764576239
wildchat_3691,1.6742298519469103,0.5331983485478085
wildchat_3700,10.0,0.9999997180217018
wildchat_4017,10.0,0.707182528650474
wildchat_4120,10.0,0.9618977944840458
wildchat_4141,5.753031074199381,0.9906245502818848
wildchat_4148,10.0,0.9653072876651441
wildchat_4177,-7.032730316437039,0.8657570734733899
wildchat_4187,10.0,0.8980866858533905
wildchat_4210,-7.173435853796587,0.6804778969002893
wildchat_4222,10.0,0.9898273810293335
wildchat_4270,10.0,0.9144224705775695
wildchat_4276,5.224919423046108,0.9274598527038452
wildchat_4294,5.352279711903144,0.9930866069236114
wildchat_4302,5.3951854915773,0.9926687625944539
wildchat_4356,-1.8610508917843183,0.9412657920426724
wildchat_4399,-5.3622739464193945,0.9920074888282461
wildchat_4401,4.231158069200133,0.7242044826279654
wildchat_4418,5.016974428913744,0.5556499187127315
wildchat_4474,7.66178940282191,0.9999999791505395
wildchat_4500,-3.2120828350839954,0.9015274371961216
wildchat_4514,-2.50502474600507,0.6125415458425946
wildchat_4515,1.1675798639071373,0.5563496360073049
wildchat_4525,-1.1128244895375015,0.9499671537787594
wildchat_4549,-2.2626336402917313,0.9725470444406084
wildchat_4576,5.382018539063131,0.7730335361997227
wildchat_4577,10.0,0.9913357465522682
wildchat_4650,10.0,1.0000006941540958
wildchat_4675,2.593837409507256,0.8769650060836927
wildchat_4676,-3.566763153866248,0.9611414641279081
wildchat_4698,-10.0,0.9975199946461165
wildchat_5001,10.0,0.9818417222246546
wildchat_5003,10.0,0.7365826685278736
wildchat_5015,2.155286783772808,0.6077793403865546
wildchat_5094,6.322440988356825,0.9769709541639319
wildchat_5120,-2.362399438724614,0.887613195726997
wildchat_5178,-1.8215710499743305,0.9899895647477839
wildchat_5183,-2.8091218448746362,0.7310665775172713
wildchat_5192,-1.1330195893642183,0.8430918680349608
wildchat_5267,10.0,0.6578830747767233
wildchat_5270,-4.621706322277271,0.9704621515913697
wildchat_5271,7.668886405999445,0.5729634477106941
wildchat_5281,10.0,0.907095772113139
wildchat_5304,-3.1733945187417643,0.9719499448010583
wildchat_5339,2.4426062229878616,0.5140726868224682
wildchat_5352,-0.7073060549818891,0.9959689717246023
wildchat_5357,5.990874098130815,0.9333988355375512
wildchat_5359,10.0,0.9299506204608236
wildchat_5452,6.143482673317018,0.4576092503153331
wildchat_5453,-10.0,0.7193081487330895
wildchat_5474,9.222264398327063,0.49023916070455975
wildchat_5478,-5.6611258005748315,0.7643326840297552
wildchat_5485,-1.4856356489315652,0.5221348031959648
wildchat_5503,-3.5556247197446207,0.598423301677307
wildchat_5567,4.119798588331367,0.6813492992106424
wildchat_5592,-3.4219421725607706,0.7950473120887914
wildchat_5629,6.893061082975549,0.7273700417845634
wildchat_5651,4.264126471048159,0.9228757306299612
wildchat_5672,5.430758115097095,0.9933019326566039
wildchat_5694,10.0,0.999999630515465
wildchat_6055,4.596601900576601,0.5213534740257614
wildchat_6096,2.6423617560848838,0.9993328024307461
wildchat_6245,-10.0,1.0
wildchat_6332,3.930074161663361,0.9914355636107122
wildchat_6341,5.39080367762835,0.9931569157058051
wildchat_6342,-4.784430291136118,0.8657751612480185
wildchat_6366,1.0814358972598406,0.690268939575968
wildchat_6457,-1.3872657054381856,0.7074611711249301
wildchat_6498,-4.99977714051458,0.9917351154457612
wildchat_6538,-0.49483501713130956,0.6765243461750735
wildchat_6552,10.0,0.9748277469034657
wildchat_6553,-3.200991493504053,0.8717102005884411
wildchat_6554,6.7746288395569305,0.8330091617682236
wildchat_6566,2.546598712091899,0.9388146789887586
wildchat_6593,10.0,0.8535231535822967
wildchat_6605,-0.1359878256104739,0.6140477004042305
wildchat_6622,6.01201869212852,0.7620987603995458
wildchat_6640,1.257802034689224,0.7679077853180418
wildchat_6665,-10.0,0.9295433853080248
wildchat_6672,5.700407565927985,0.9654384426232604
wildchat_6673,5.166400651015181,0.8132348383674872
wildchat_7022,10.0,0.6416795558011178
wildchat_7040,5.975251739268347,0.9587127185965503
wildchat_7041,10.0,0.9923707257275871
wildchat_7044,-5.004208172634487,0.8093666294771191
wildchat_7052,-3.8551772953515293,0.7866120432119958
wildchat_7058,-3.1225776298174805,0.9447229914371837
wildchat_7110,-6.759999366493704,0.9046205804404915
wildchat_7137,0.7778442905330886,0.8871953520447565
wildchat_7177,4.478764286389854,0.6341595255725414
wildchat_7218,2.2022112213155,0.9350190305980115
wildchat_7230,4.517893017391001,0.8658488111193287
wildchat_7233,0.8809845830825531,0.8879566940142956
wildchat_7245,10.0,0.9926560201196644
wildchat_7271,-1.5653014986472729,0.7059270012818123
wildchat_7302,-4.209737802469621,0.8630369375773517
wildchat_7324,10.0,0.9169859191350961
wildchat_7336,10.0,0.9999994301779844
wildchat_7372,10.0,0.993098317623396
wildchat_7388,-10.0,0.9296497421765145
wildchat_7391,-5.704450046165503,0.9700722779919895
wildchat_7404,-4.795445796171566,0.7805666317823845
wildchat_7420,4.672637551851145,0.9991831096891931
wildchat_7428,0.20920668539216403,0.6126723440176196
wildchat_7432,10.0,1.0
wildchat_7433,10.0,0.7546550459030228
wildchat_7507,-3.1597308981201233,0.709476643512125
wildchat_7511,-10.0,0.9997530308974162
wildchat_7547,-6.135571295352266,0.9455947696499919
wildchat_7604,1.310828176604587,0.9405930530077149
wildchat_7638,2.494775795192186,0.9820498838567462
wildchat_7668,1.5431509589067518,0.5188307427669396
wildchat_7711,-0.2337878848996349,0.7422001426406623
wildchat_8008,-0.38230125067508514,0.7759238169227765
wildchat_8019,6.264588695034356,0.49780042194879154
wildchat_8029,10.0,0.9619035413902977
wildchat_8046,7.411986944196919,0.8144453305652571
wildchat_8068,0.6933260661521251,0.9990604165205365
wildchat_8072,4.632701314114782,0.9955582231927829
wildchat_8144,-3.072919867454989,0.7886768336034666
wildchat_8148,-1.464909759515911,0.8455818348326002
wildchat_8149,10.0,0.913268037409257
wildchat_8153,10.0,0.813563395297695
wildchat_8166,-10.0,0.9864294046263595
wildchat_8308,-3.331790026982855,0.5372443322293828
wildchat_8316,4.221849478127138,0.852834082301052
wildchat_8318,4.622281765464747,0.6032916190086457
wildchat_8379,-6.882278360669891,0.8720470938590251
wildchat_8383,10.0,0.9930752477002217
wildchat_8405,10.0,0.8059800539487001
wildchat_8414,-10.0,1.0000132449760868
wildchat_8433,-10.0,0.9999999914255774
wildchat_8435,10.0,0.6865040300331777
wildchat_8455,-4.280546603580914,0.6189335559398156
wildchat_8510,3.3394261079827023,0.9946723038794711
wildchat_8533,-8.867372723999102,0.5689609354111336
wildchat_8541,-5.308408239884335,0.7577436784679025
wildchat_8543,-10.0,0.9572475598353622
wildchat_8582,-5.4344445713860905,0.7749305872087042
wildchat_8586,-2.0992285313689547,0.9633760447693643
wildchat_8657,10.0,0.99995066710198
wildchat_8672,-0.48637420985720103,0.7850480217277458
wildchat_8696,-6.419745336615545,0.937617343416049
wildchat_9008,0.37632151881459525,0.7388495044063922
wildchat_9044,7.2096711713906325,0.49629932984899916
wildchat_9064,-2.234079567566728,0.7019307844000803
wildchat_9086,7.044317070618176,0.8139150320060875
wildchat_9089,-6.128621091229478,0.914775005135162
wildchat_9117,10.0,0.7295539751294918
wildchat_9123,10.0,0.9955417275364266
wildchat_9159,0.505389107491843,0.9883367775066672
wildchat_9162,10.0,0.9994518662034315
wildchat_9218,-2.3797229890914915,0.7734058989788581
wildchat_9431,3.903685484732213,0.9885148548137916
wildchat_9433,10.0,0.9999999429179468
wildchat_9484,5.4372409021884724,0.992059973984256
wildchat_9521,-10.0,0.9999864871579294
wildchat_9574,2.5538062174858327,0.9999952206085377
wildchat_9615,-2.401270624291413,0.8317804940572088
wildchat_9630,7.5777843768239235,0.7890213043931069
wildchat_9632,6.764182798479616,0.9464335890616189
wildchat_9652,0.8769739779483983,0.7203279881359368
wildchat_9687,10.0,0.9930834806071247
wildchat_9689,0.2488221921258223,0.9711964568100389
wildchat_9691,-4.700632972562878,0.6809996621603491
wildchat_10020,-1.6479053724251198,0.6534313356932231
wildchat_10023,2.279089607293293,0.9831623537144967
wildchat_10037,10.0,0.9999997446082973
wildchat_10062,5.833451231833376,0.5853067641951106
wildchat_10063,-4.488254743525005,0.996557324038994
wildchat_10078,-3.8748393917943975,0.8062568095898822
wildchat_10082,4.638148972942641,0.926626920927708
wildchat_10132,6.13588454206624,0.7016404927869075
wildchat_10133,0.39709163571146555,0.9426630150038693
wildchat_10165,2.7138206144721777,0.996494819685069
wildchat_10186,-7.4923279283757225,0.7383570072523732
wildchat_10209,-4.080442393224766,0.912696578897732
wildchat_10210,6.348167263415949,0.9336333951385094
wildchat_10237,10.0,0.8090852964598808
wildchat_10240,-7.6563754864327445,0.8168564354941477
wildchat_10253,-10.0,0.8369239502722596
wildchat_10326,1.955079230108218,0.983093857289431
wildchat_10343,-3.203581257217265,0.768343737634255
wildchat_10349,-10.0,0.9693840583121857
wildchat_10361,7.596686613871444,0.5651293414926716
wildchat_10375,7.5104440382963205,0.5614203814330938
wildchat_10381,2.027330384852332,0.976607096953612
wildchat_10401,6.574996484888579,0.6679009742221864
wildchat_10403,2.4744313027505704,0.44076350578241624
wildchat_10413,-2.7246391599594983,0.71593742885175
wildchat_10445,-10.0,0.9930573865203008
wildchat_10478,4.46264728525507,0.5504506649335765
wildchat_10480,-8.450976839123689,0.6529453252039776
wildchat_10500,-1.1383327562752328,0.45684047610326733
wildchat_10624,7.215154440822572,0.8381571326740626
wildchat_10642,-5.17600562079084,0.6389095238648729
wildchat_10645,10.0,1.0000000005340954
wildchat_10654,-1.564623674553877,0.9882183546043473
wildchat_10695,-1.1987551856322143,0.7465711948167245
wildchat_10707,-0.9355342374975552,0.7435208428917853
wildchat_11004,0.831356687033427,0.8772514998192416
wildchat_11030,1.8080541381890907,0.6574867583985644
wildchat_11065,6.846519469844001,0.8804002701577958
wildchat_11114,-1.901045733860139,0.9045658284113798
wildchat_11141,-3.1364194170620596,0.8634851501959426
wildchat_11155,4.590840089692729,0.5050330797346565
wildchat_11182,10.0,1.0
wildchat_11190,10.0,0.9996805310472914
wildchat_11240,-10.0,0.9969362179665385
wildchat_11241,-5.123403543255981,0.995634339447824
wildchat_11267,5.6428453013834945,0.9679888049125799
wildchat_11303,0.6600022543891222,0.7213179175991066
wildchat_11320,10.0,0.7338028744283486
wildchat_11328,6.301523511095379,0.7016374504734755
wildchat_11364,-2.727838689353257,0.659201880319537
wildchat_11393,10.0,0.9475308596994305
wildchat_11453,-3.7913187124576258,0.7186560769423247
wildchat_11489,10.0,1.0000001898487325
wildchat_11524,-0.07624749614872556,0.5038546900612978
wildchat_11536,7.450928451533884,0.8081932832562363
wildchat_11545,-2.11195546857503,0.4937402036804872
wildchat_11565,4.205659329891682,0.6989802280675586
wildchat_11573,-10.0,0.834666376650024
wildchat_11625,0.6392732758793416,0.7187637952658469
wildchat_11632,-5.3528710806987245,0.9931341721182851
wildchat_11655,10.0,0.9891686656262461
wildchat_12002,5.26499372742787,0.7881379280201204
wildchat_12047,2.721940190857459,0.6705965815837336
wildchat_12051,10.0,0.9999999179911013
wildchat_12057,-3.3418985998372523,0.9017602440720446
wildchat_12092,-4.453150957698577,0.8750710314532187
wildchat_12129,-8.161860623475095,0.6879772257716628
wildchat_12149,7.850427773493879,0.7539031681954885
wildchat_12203,10.0,0.7248507315798853
wildchat_12265,10.0,0.8947640552331135
wildchat_12286,5.614323223059196,0.7704899475905207
wildchat_12315,6.004081503796554,0.8478379678251539
wildchat_12328,4.866980801496182,0.5440105003451577
wildchat_12353,-0.9137926552453568,0.8847400713019598
wildchat_12364,-10.0,1.0
wildchat_12369,2.547883355624946,0.868744118238214
wildchat_12406,-3.7849097402891125,0.9086435281945219
wildchat_12410,5.890471178190458,0.5377042020433809
wildchat_12461,-6.67897303759232,0.7002829781634751
wildchat_12474,10.0,0.7982888446818939
wildchat_12504,10.0,0.8423922800359144
wildchat_12548,10.0,0.7123172779550093
wildchat_12558,7.629564952863119,0.6364322981107219
wildchat_12563,10.0,0.8980706055236977
wildchat_12594,-1.170623744570705,0.8296341412565957
wildchat_12616,10.0,0.9657643274842573
wildchat_12642,4.665214951726056,0.5747514573951586
wildchat_12645,10.0,0.735820522720039
wildchat_12681,10.0,0.615277410444829
wildchat_13000,3.691944563004524,0.6166072291868332
wildchat_13029,-6.317383458004706,0.7057252571317253
wildchat_13050,2.2518174323241396,0.9592480140265346
wildchat_13061,-5.473714153384684,0.9919716822519277
wildchat_13072,-2.5538367902480426,0.9999972057192447
wildchat_13123,7.417526099537035,0.8139641592519382
wildchat_13152,-5.240580807120333,0.8097443642978591
wildchat_13185,0.634399983045342,0.8531179320413683
wildchat_13203,10.0,0.8334407138319635
wildchat_13213,6.931171454794174,0.6842541704907753
wildchat_13223,10.0,0.9747902174442985
wildchat_13225,10.0,1.0
wildchat_13243,-5.39512406585522,0.9926758919163572
wildchat_13257,2.1624106198639126,0.9539759047505181
wildchat_13285,-3.8993296939082005,0.8732869189033478
wildchat_13307,-2.996878902081072,0.9834188521636417
wildchat_13309,5.352159032998458,0.9930989640500592
wildchat_13317,2.4388674071597185,0.5943002590078048
wildchat_13344,10.0,0.8790347778449971
wildchat_13371,10.0,0.9930967524602178
wildchat_13384,-1.0135353870293218,0.811481833888723
wildchat_13390,-10.0,0.9999676145091287
wildchat_13405,10.0,0.9926410212194019
wildchat_13421,10.0,1.0000005747220466
wildchat_13483,6.295996422995547,0.5695527179457319
wildchat_13521,10.0,0.9999003067935981
wildchat_13541,4.681251817456778,0.9990894682089413
wildchat_13552,-3.0970267395388213,0.6206839546208639
wildchat_13555,0.1516686389301567,0.6397129537972199
wildchat_13616,3.1985728918159,0.9854930774258489
wildchat_13619,-10.0,1.0000007265037674
wildchat_13637,4.293254824831525,0.7034382564330987
wildchat_13695,10.0,0.9764980784135693
wildchat_14002,-2.866619929436801,0.9965028935004306
wildchat_14010,10.0,0.916285183482102
wildchat_14021,0.21512298128697424,0.7614911026998678
wildchat_14039,5.964400342991424,0.9177341549410413
wildchat_14113,4.810203742229627,0.8300805605230859
wildchat_14129,7.4814878531530615,0.8045966702302355
wildchat_14155,-2.900503356115057,0.6288819434477414
wildchat_14181,10.0,0.8531404091103846
wildchat_14252,10.0,0.9930989488921071
wildchat_14272,-1.4124511265442465,0.7440640080796211
wildchat_14299,5.352866109009125,0.9930816498358588
wildchat_14300,-2.382828532111397,0.7222372106061787
wildchat_14301,6.200021403476144,0.5405330416053459
wildchat_14306,10.0,0.8816240678688887
wildchat_14316,-2.5799157446999947,0.9727014404087713
wildchat_14331,-5.6706243587156395,0.9717555893031647
wildchat_14342,-10.0,0.9944458563281761
wildchat_14370,-3.4985438711212242,0.8751785433702569
wildchat_14381,6.950189277003868,0.8655520028414023
wildchat_14402,4.14859995758383,0.8134947578701008
wildchat_14413,10.0,1.0000005143999666
wildchat_14420,1.122626652655006,0.8993022469453203
wildchat_14450,2.5823374452711114,0.9920790700850924
wildchat_14456,-0.15552025504029154,0.9746000982354023
wildchat_14468,6.667977772516853,0.8627965130074327
wildchat_14506,4.940393340762008,0.7949082804919902
wildchat_14507,10.0,0.9883218416427243
wildchat_14537,-1.8044154706075548,0.7381519112188288
wildchat_14538,-2.55391737768818,0.999999585131783
wildchat_14558,-4.78651670277509,0.638893300924959
wildchat_14624,10.0,0.9310514469915115
wildchat_14651,5.762727595714862,0.9932364024875274
wildchat_14656,-0.6314264673983329,0.9718695307390035
wildchat_14677,7.746785153053347,0.6514505957587423
wildchat_14692,10.0,0.822091232013226
wildchat_14707,-2.553891125056327,0.9999912309069063
wildchat_14708,8.370498325178254,0.5581169094765538
wildchat_15054,6.241053172534196,0.9484755519126237
wildchat_15085,8.575028064362833,0.6175444718018253
wildchat_15122,5.049439301379526,0.6470234910241144
wildchat_15147,0.27491849001199914,5.236288997556399
wildchat_15151,5.623083788576288,0.5707731800354411
wildchat_15153,6.304812608833061,0.9178545799937767
wildchat_15202,1.4869492148247945,0.978203774711099
wildchat_15209,4.731414543891602,0.8614804928062713
wildchat_15264,10.0,0.9999986969750345
wildchat_15283,10.0,0.6919948903219637
wildchat_15310,-1.79694600782108,0.9785167161854723
wildchat_15325,-10.0,0.9999998155488868
wildchat_15328,8.408056127478297,0.6652353999649754
wildchat_15332,-5.939447185058444,0.5312610774209212
wildchat_15333,-1.967466417856739,0.8126827989862317
wildchat_15338,-7.673379219255879,0.9999619515337965
wildchat_15372,-2.393173403457301,0.518031324122689
wildchat_15388,-4.122166709238935,0.8694711027885672
wildchat_15392,10.0,0.9648933139970862
wildchat_15401,7.777487638878168,0.9983512843496438
wildchat_15466,10.0,0.9928831820369001
wildchat_15475,5.627896368155898,0.9737013644604441
wildchat_15522,-6.032239067963794,0.9334758282834754
wildchat_15537,6.810693312602867,0.5233932040548781
wildchat_15547,10.0,0.9927706843880435
wildchat_15549,-1.5975919768033038,0.9887744319821485
wildchat_15553,5.422602273107091,0.9898689314347319
wildchat_15586,-1.7115676132997868,0.979267026914978
wildchat_15608,1.7454538301930003,0.783635383219819
wildchat_15615,5.083171221524801,7.38905609893065
wildchat_15623,7.363237662215674,0.8258318123188165
wildchat_15646,-5.442267749891548,0.993908232637694
wildchat_15656,-7.69836963063424,0.9991183045657773
wildchat_15658,-3.822030299613189,0.8490308537033355
wildchat_15667,-6.91510626445318,0.8922142111582965
wildchat_15668,10.0,0.8529532476587506
wildchat_15674,-1.5448672469692513,0.7524033739682273
wildchat_16033,7.818797947272528,0.753400858908953
wildchat_16094,-6.8619546614614295,0.8529989140923365
wildchat_16101,-7.705419866931375,0.7721184473085428
wildchat_16155,-10.0,0.96841823734092
wildchat_16165,8.73227138886002,0.9744803867947098
wildchat_16242,-10.0,0.9746463806280893
wildchat_16255,8.722972995567007,0.5836288386518923
wildchat_16259,4.717345844340522,0.9692916420659916
wildchat_16265,3.140612583080023,0.8495287301542465
wildchat_16322,-10.0,0.9416324667370422
wildchat_16334,4.709490853515492,0.5702251446734926
wildchat_16343,-2.709827299187999,0.9998318117160796
wildchat_16378,-1.2253302794484793,0.807027111573954
wildchat_16390,8.503657895869681,0.997767310430424
wildchat_16430,10.0,1.0
wildchat_16431,-5.684275422763365,0.9941718934467776
wildchat_16459,10.0,0.8770303298780243
wildchat_16460,2.6790759156206727,0.7006584314547103
wildchat_16470,-0.7470298638923273,0.49121673146527234
wildchat_16478,-2.4790389016266876,0.9980519829285969
wildchat_16490,-0.31770848178256794,0.5100207212057966
wildchat_16546,0.5979674365209887,0.5020853955308408
wildchat_16558,7.049363321175278,0.8608416255851671
wildchat_16699,-2.3640562192186843,0.9369552131943404
wildchat_17009,10.0,1.000000001668114
wildchat_17079,-0.3997025443635017,0.9025259167568741
wildchat_17080,10.0,0.9530157268233863
wildchat_17089,1.7327012095409307,0.730593507236313
wildchat_17095,8.318586345442059,0.509959601944918
wildchat_17098,5.597054285497139,0.7608201872887758
wildchat_17134,6.447278668357387,0.5261675055803383
wildchat_17175,1.3928491843288493,0.9682123375630561
wildchat_17224,6.5856328988684485,0.6544650761093936
wildchat_17274,10.0,0.9275525500794617
wildchat_17305,3.010091450768193,0.6845012068028354
wildchat_17348,8.173728815886989,0.6842755638345095
wildchat_17359,7.494719290412573,0.5620910486836241
wildchat_17396,-0.7426494071574479,0.9909318983211306
wildchat_17417,-3.450019940596474,0.706114578969306
wildchat_17473,-4.850657674397532,0.830024044004301
wildchat_17479,-10.0,1.0000011927076522
wildchat_17521,6.160796393996306,0.9785941848878639
wildchat_17544,2.158526370565462,0.9831269813413713
wildchat_17561,7.9451020053235615,0.7203319702799761
wildchat_17586,10.0,1.0000000005825422
wildchat_17592,-5.352161527415825,0.9930984215420523
wildchat_17627,10.0,0.7599713265576454
wildchat_17648,-1.444963306827356,0.7454614200975221
wildchat_18022,7.66178922411428,1.0
wildchat_18023,-10.0,0.9978365759837673
wildchat_18045,10.0,0.9816561534842287
wildchat_18066,10.0,0.9892748986871177
wildchat_18080,4.772610794512854,0.5618814825966467
wildchat_18099,10.0,0.9998696188694709
wildchat_18102,5.923845599207106,0.47576717695837706
wildchat_18119,7.952965127078901,0.5919723843316513
wildchat_18166,-3.3700468981435123,0.5470093112518382
wildchat_18175,6.134868364062855,0.9417136715769792
wildchat_18183,-7.66292748115744,0.9992598589652707
wildchat_18197,7.87463690652774,0.7719824945656762
wildchat_18202,10.0,0.8852422565699425
wildchat_18207,-10.0,0.70298973495291
wildchat_18230,-3.796699530332408,0.8552122999181091
wildchat_18239,-2.4638741993879485,0.8186572116895029
wildchat_18258,-4.734950838998326,0.803395650676821
wildchat_18281,3.1992973013824755,0.6668616560196621
wildchat_18296,-2.6067416998327375,0.5801620695357169
wildchat_18355,-5.97798925417504,0.9735067960542397
wildchat_18423,10.0,0.7592430904523398
wildchat_18508,-3.6407054825109015,0.9607757919830903
wildchat_18537,-1.8337495531339487,0.9159499457311139
wildchat_18542,3.6645299472055055,0.9863834537620322
wildchat_18544,10.0,1.000000000847022
wildchat_18559,10.0,0.9682130847764767
wildchat_18648,-1.780340909977079,0.571967336273092
wildchat_18659,1.599486395199167,0.599067463425867
wildchat_18664,5.605612238135206,0.9708516149946507
wildchat_18671,4.38600405094712,0.7123667782199735
wildchat_18695,2.5086554101868934,0.6363415168811656
wildchat_18696,-3.460275945952571,0.9880563740238091
wildchat_19053,10.0,0.9999983162858154
wildchat_19078,-1.4133524323006337,0.6526712433545614
wildchat_19134,6.02712649631508,0.5491213500377209
wildchat_19142,-2.4024788162298103,0.9649118297148852
wildchat_19173,0.7052417439358394,0.5420110217879948
wildchat_19186,10.0,1.0000000010831003
wildchat_19188,3.868945236261764,0.5635079524069965
wildchat_19204,5.961339470421346,0.9677175276583801
wildchat_19251,-5.416828510201691,0.993359437724338
wildchat_19255,7.814708644699603,0.9962962429957525
wildchat_19263,1.003707299052172,0.9929523458602868
wildchat_19379,-0.9037342419684614,0.9946461107671561
wildchat_19381,-7.211621738528362,0.7737142944229009
wildchat_19390,7.123656152482061,0.8942819924912324
wildchat_19399,10.0,0.7004239785284256
wildchat_19462,-1.245314844188554,0.964168276882694
wildchat_19475,-0.7567350470293013,0.9272132403254837
wildchat_19529,10.0,0.9025832362068196
wildchat_19573,10.0,1.0000003456412028
wildchat_19620,-7.017230893849987,0.6397212626997852
wildchat_19667,-2.7969530825191784,0.7303703059399376
wildchat_19685,-2.2718867197849453,0.5821650787239497
wildchat_19690,10.0,0.9999242881338539
wildchat_19692,-7.902998567181292,0.9749296017787619
